"id","type","test","result","n","rng"
"cebersole.ashland","Genuine","Benford, congruent means",7.30996707505193e-55,84,NA
"cebersole.ashland","Genuine","Benford, congruent sds",0.0182354607099887,84,NA
"cebersole.ashland","Genuine","Benford, incongruent means",1.10045467691886e-47,84,NA
"cebersole.ashland","Genuine","Benford, incongruent sds",2.71001194552714e-08,84,NA
"cebersole.ashland","Genuine","Terminal digits, congruent means",0.739918292094654,84,NA
"cebersole.ashland","Genuine","Terminal digits, congruent sds",0.592591157329298,84,NA
"cebersole.ashland","Genuine","Terminal digits, incongruent means",0.42852976687912,84,NA
"cebersole.ashland","Genuine","Terminal digits, incongruent sds",0.49625740258401,84,NA
"cebersole.ashland","Genuine","Variance analysis, congruent sds (maxmin)",0.00084,84,NA
"cebersole.ashland","Genuine","Variance analysis, incongruent sds (maxmin)",0.00084,84,NA
"cebersole.ashland","Genuine","Multivariate association, M-SD congruent",0.758229834962399,84,NA
"cebersole.ashland","Genuine","Multivariate association, M-SD incongruent",0.869855320789749,84,NA
"cebersole.ashland","Genuine","Multivariate association, M-M across",0.889740173021211,84,NA
"cebersole.ashland","Genuine","Multivariate association, SD-SD across",0.480088616361218,84,NA
"cebersole.ashland","Genuine","Effect size (r)",0.316471426276681,84,NA
"cebersole.bradley","Genuine","Benford, congruent means",2.20834908683544e-72,119,NA
"cebersole.bradley","Genuine","Benford, congruent sds",0.000145223856527497,119,NA
"cebersole.bradley","Genuine","Benford, incongruent means",1.20141505860677e-65,119,NA
"cebersole.bradley","Genuine","Benford, incongruent sds",1.1703950202772e-06,119,NA
"cebersole.bradley","Genuine","Terminal digits, congruent means",0.423430404075228,119,NA
"cebersole.bradley","Genuine","Terminal digits, congruent sds",0.710158950012935,119,NA
"cebersole.bradley","Genuine","Terminal digits, incongruent means",0.553735308413286,119,NA
"cebersole.bradley","Genuine","Terminal digits, incongruent sds",0.0626219965004746,119,NA
"cebersole.bradley","Genuine","Variance analysis, congruent sds (maxmin)",0.00119,119,NA
"cebersole.bradley","Genuine","Variance analysis, incongruent sds (maxmin)",0.00119,119,NA
"cebersole.bradley","Genuine","Multivariate association, M-SD congruent",0.618001573760102,119,NA
"cebersole.bradley","Genuine","Multivariate association, M-SD incongruent",0.733663553980277,119,NA
"cebersole.bradley","Genuine","Multivariate association, M-M across",0.825334176893258,119,NA
"cebersole.bradley","Genuine","Multivariate association, SD-SD across",0.164271545999296,119,NA
"cebersole.bradley","Genuine","Effect size (r)",0.276190077249622,119,NA
"cebersole.carleton","Genuine","Benford, congruent means",1.03963929261234e-20,51,NA
"cebersole.carleton","Genuine","Benford, congruent sds",0.0930790558365922,51,NA
"cebersole.carleton","Genuine","Benford, incongruent means",4.45651156678278e-19,51,NA
"cebersole.carleton","Genuine","Benford, incongruent sds",0.000794071245597559,51,NA
"cebersole.carleton","Genuine","Terminal digits, congruent means",0.809752080352711,51,NA
"cebersole.carleton","Genuine","Terminal digits, congruent sds",0.321175383172861,51,NA
"cebersole.carleton","Genuine","Terminal digits, incongruent means",0.419374988860189,51,NA
"cebersole.carleton","Genuine","Terminal digits, incongruent sds",0.9296830820479,51,NA
"cebersole.carleton","Genuine","Variance analysis, congruent sds (maxmin)",0.00051,51,NA
"cebersole.carleton","Genuine","Variance analysis, incongruent sds (maxmin)",0.00051,51,NA
"cebersole.carleton","Genuine","Multivariate association, M-SD congruent",0.703969319059415,51,NA
"cebersole.carleton","Genuine","Multivariate association, M-SD incongruent",0.71488186879818,51,NA
"cebersole.carleton","Genuine","Multivariate association, M-M across",0.820002330386573,51,NA
"cebersole.carleton","Genuine","Multivariate association, SD-SD across",0.626447835034877,51,NA
"cebersole.carleton","Genuine","Effect size (r)",0.303901498679447,51,NA
"cebersole.davis","Genuine","Benford, congruent means",1.10658461558968e-65,120,NA
"cebersole.davis","Genuine","Benford, congruent sds",9.38992624671636e-05,120,NA
"cebersole.davis","Genuine","Benford, incongruent means",6.94274035524942e-65,120,NA
"cebersole.davis","Genuine","Benford, incongruent sds",2.03783367054365e-15,120,NA
"cebersole.davis","Genuine","Terminal digits, congruent means",0.0909359765798052,120,NA
"cebersole.davis","Genuine","Terminal digits, congruent sds",0.534146216909691,120,NA
"cebersole.davis","Genuine","Terminal digits, incongruent means",0.232759871539949,120,NA
"cebersole.davis","Genuine","Terminal digits, incongruent sds",0.90010427485924,120,NA
"cebersole.davis","Genuine","Variance analysis, congruent sds (maxmin)",0.0012,120,NA
"cebersole.davis","Genuine","Variance analysis, incongruent sds (maxmin)",0.0012,120,NA
"cebersole.davis","Genuine","Multivariate association, M-SD congruent",0.684411128283403,120,NA
"cebersole.davis","Genuine","Multivariate association, M-SD incongruent",0.649310554870867,120,NA
"cebersole.davis","Genuine","Multivariate association, M-M across",0.7617388421795,120,NA
"cebersole.davis","Genuine","Multivariate association, SD-SD across",0.148026593623267,120,NA
"cebersole.davis","Genuine","Effect size (r)",0.268428205486726,120,NA
"cebersole.florida","Genuine","Benford, congruent means",3.34170223181031e-104,138,NA
"cebersole.florida","Genuine","Benford, congruent sds",0.000237112818127732,138,NA
"cebersole.florida","Genuine","Benford, incongruent means",3.94222964660389e-98,138,NA
"cebersole.florida","Genuine","Benford, incongruent sds",4.00898603558777e-12,138,NA
"cebersole.florida","Genuine","Terminal digits, congruent means",0.584460773669587,138,NA
"cebersole.florida","Genuine","Terminal digits, congruent sds",0.329782182495196,138,NA
"cebersole.florida","Genuine","Terminal digits, incongruent means",0.025565129443335,138,NA
"cebersole.florida","Genuine","Terminal digits, incongruent sds",0.986011656470818,138,NA
"cebersole.florida","Genuine","Variance analysis, congruent sds (maxmin)",0.00138,138,NA
"cebersole.florida","Genuine","Variance analysis, incongruent sds (maxmin)",0.00138,138,NA
"cebersole.florida","Genuine","Multivariate association, M-SD congruent",0.701620501376316,138,NA
"cebersole.florida","Genuine","Multivariate association, M-SD incongruent",0.714490820891811,138,NA
"cebersole.florida","Genuine","Multivariate association, M-M across",0.767564426735152,138,NA
"cebersole.florida","Genuine","Multivariate association, SD-SD across",0.279795870020135,138,NA
"cebersole.florida","Genuine","Effect size (r)",0.248685015603741,138,NA
"cebersole.ithaca","Genuine","Benford, congruent means",9.37983639850648e-222,288,NA
"cebersole.ithaca","Genuine","Benford, congruent sds",2.62646009315312e-09,288,NA
"cebersole.ithaca","Genuine","Benford, incongruent means",3.78378959936271e-189,288,NA
"cebersole.ithaca","Genuine","Benford, incongruent sds",1.72658359952011e-32,288,NA
"cebersole.ithaca","Genuine","Terminal digits, congruent means",0.246469650251917,288,NA
"cebersole.ithaca","Genuine","Terminal digits, congruent sds",0.516058103477148,288,NA
"cebersole.ithaca","Genuine","Terminal digits, incongruent means",0.351610770222376,288,NA
"cebersole.ithaca","Genuine","Terminal digits, incongruent sds",0.666014482532227,288,NA
"cebersole.ithaca","Genuine","Variance analysis, congruent sds (maxmin)",0.00288,288,NA
"cebersole.ithaca","Genuine","Variance analysis, incongruent sds (maxmin)",0.00288,288,NA
"cebersole.ithaca","Genuine","Multivariate association, M-SD congruent",0.700475725285262,288,NA
"cebersole.ithaca","Genuine","Multivariate association, M-SD incongruent",0.706784107553181,288,NA
"cebersole.ithaca","Genuine","Multivariate association, M-M across",0.771542662479859,288,NA
"cebersole.ithaca","Genuine","Multivariate association, SD-SD across",0.223737759173652,288,NA
"cebersole.ithaca","Genuine","Effect size (r)",0.226954596758316,288,NA
"cebersole.miami","Genuine","Benford, congruent means",6.28851537455269e-58,101,NA
"cebersole.miami","Genuine","Benford, congruent sds",0.00150862541216439,101,NA
"cebersole.miami","Genuine","Benford, incongruent means",2.18407123873259e-57,101,NA
"cebersole.miami","Genuine","Benford, incongruent sds",6.32420523422898e-12,101,NA
"cebersole.miami","Genuine","Terminal digits, congruent means",0.53314874272258,101,NA
"cebersole.miami","Genuine","Terminal digits, congruent sds",0.277068706463114,101,NA
"cebersole.miami","Genuine","Terminal digits, incongruent means",0.401547890729867,101,NA
"cebersole.miami","Genuine","Terminal digits, incongruent sds",0.290935566004716,101,NA
"cebersole.miami","Genuine","Variance analysis, congruent sds (maxmin)",0.00101,101,NA
"cebersole.miami","Genuine","Variance analysis, incongruent sds (maxmin)",0.00101,101,NA
"cebersole.miami","Genuine","Multivariate association, M-SD congruent",0.688947064209998,101,NA
"cebersole.miami","Genuine","Multivariate association, M-SD incongruent",0.742003461001985,101,NA
"cebersole.miami","Genuine","Multivariate association, M-M across",0.755801196040734,101,NA
"cebersole.miami","Genuine","Multivariate association, SD-SD across",0.25300476388926,101,NA
"cebersole.miami","Genuine","Effect size (r)",0.262866599281964,101,NA
"cebersole.michst","Genuine","Benford, congruent means",3.2206028307029e-102,127,NA
"cebersole.michst","Genuine","Benford, congruent sds",0.000348339227476681,127,NA
"cebersole.michst","Genuine","Benford, incongruent means",1.99143885726198e-85,127,NA
"cebersole.michst","Genuine","Benford, incongruent sds",1.98591523975947e-15,127,NA
"cebersole.michst","Genuine","Terminal digits, congruent means",0.498869900820086,127,NA
"cebersole.michst","Genuine","Terminal digits, congruent sds",0.36928560097901,127,NA
"cebersole.michst","Genuine","Terminal digits, incongruent means",0.026008401570527,127,NA
"cebersole.michst","Genuine","Terminal digits, incongruent sds",0.424295347616981,127,NA
"cebersole.michst","Genuine","Variance analysis, congruent sds (maxmin)",0.00127,127,NA
"cebersole.michst","Genuine","Variance analysis, incongruent sds (maxmin)",0.00127,127,NA
"cebersole.michst","Genuine","Multivariate association, M-SD congruent",0.656759090527107,127,NA
"cebersole.michst","Genuine","Multivariate association, M-SD incongruent",0.641845167667704,127,NA
"cebersole.michst","Genuine","Multivariate association, M-M across",0.705206351398987,127,NA
"cebersole.michst","Genuine","Multivariate association, SD-SD across",0.0965530402510666,127,NA
"cebersole.michst","Genuine","Effect size (r)",0.22269171544486,127,NA
"cebersole.mississippi","Genuine","Benford, congruent means",2.03639092355013e-36,93,NA
"cebersole.mississippi","Genuine","Benford, congruent sds",0.0256140602998356,93,NA
"cebersole.mississippi","Genuine","Benford, incongruent means",3.60892703787783e-40,93,NA
"cebersole.mississippi","Genuine","Benford, incongruent sds",1.24278647074264e-07,93,NA
"cebersole.mississippi","Genuine","Terminal digits, congruent means",0.358376355825505,93,NA
"cebersole.mississippi","Genuine","Terminal digits, congruent sds",0.138894325262638,93,NA
"cebersole.mississippi","Genuine","Terminal digits, incongruent means",0.0951548541904214,93,NA
"cebersole.mississippi","Genuine","Terminal digits, incongruent sds",0.108170402210797,93,NA
"cebersole.mississippi","Genuine","Variance analysis, congruent sds (maxmin)",0.00093,93,NA
"cebersole.mississippi","Genuine","Variance analysis, incongruent sds (maxmin)",0.00093,93,NA
"cebersole.mississippi","Genuine","Multivariate association, M-SD congruent",0.560322762486094,93,NA
"cebersole.mississippi","Genuine","Multivariate association, M-SD incongruent",0.731237156771178,93,NA
"cebersole.mississippi","Genuine","Multivariate association, M-M across",0.75878483634985,93,NA
"cebersole.mississippi","Genuine","Multivariate association, SD-SD across",0.0300579708123486,93,NA
"cebersole.mississippi","Genuine","Effect size (r)",0.298094831114803,93,NA
"cebersole.montana","Genuine","Benford, congruent means",1.72343191028977e-92,129,NA
"cebersole.montana","Genuine","Benford, congruent sds",0.0145990884546348,129,NA
"cebersole.montana","Genuine","Benford, incongruent means",3.51820922362128e-99,129,NA
"cebersole.montana","Genuine","Benford, incongruent sds",2.45879427562941e-11,129,NA
"cebersole.montana","Genuine","Terminal digits, congruent means",0.774259645504627,129,NA
"cebersole.montana","Genuine","Terminal digits, congruent sds",0.0629432162750219,129,NA
"cebersole.montana","Genuine","Terminal digits, incongruent means",0.904655321401765,129,NA
"cebersole.montana","Genuine","Terminal digits, incongruent sds",0.632276751250888,129,NA
"cebersole.montana","Genuine","Variance analysis, congruent sds (maxmin)",0.00129,129,NA
"cebersole.montana","Genuine","Variance analysis, incongruent sds (maxmin)",0.00129,129,NA
"cebersole.montana","Genuine","Multivariate association, M-SD congruent",0.791870701297994,129,NA
"cebersole.montana","Genuine","Multivariate association, M-SD incongruent",0.832664283785795,129,NA
"cebersole.montana","Genuine","Multivariate association, M-M across",0.786454191790644,129,NA
"cebersole.montana","Genuine","Multivariate association, SD-SD across",0.408085236282225,129,NA
"cebersole.montana","Genuine","Effect size (r)",0.283101028433085,129,NA
"cebersole.mturk","Genuine","Benford, congruent means",1.4213456032351e-282,621,NA
"cebersole.mturk","Genuine","Benford, congruent sds",1.9052261320447e-18,621,NA
"cebersole.mturk","Genuine","Benford, incongruent means",6.29987759540573e-247,621,NA
"cebersole.mturk","Genuine","Benford, incongruent sds",2.41938389163914e-36,621,NA
"cebersole.mturk","Genuine","Terminal digits, congruent means",0.123764494204006,621,NA
"cebersole.mturk","Genuine","Terminal digits, congruent sds",0.374592191531558,621,NA
"cebersole.mturk","Genuine","Terminal digits, incongruent means",0.483006397855491,621,NA
"cebersole.mturk","Genuine","Terminal digits, incongruent sds",0.620023035935617,621,NA
"cebersole.mturk","Genuine","Variance analysis, congruent sds (maxmin)",0.00621,621,NA
"cebersole.mturk","Genuine","Variance analysis, incongruent sds (maxmin)",0.00621,621,NA
"cebersole.mturk","Genuine","Multivariate association, M-SD congruent",0.662880261543019,621,NA
"cebersole.mturk","Genuine","Multivariate association, M-SD incongruent",0.743410522510476,621,NA
"cebersole.mturk","Genuine","Multivariate association, M-M across",0.909032651230346,621,NA
"cebersole.mturk","Genuine","Multivariate association, SD-SD across",0.478718357526743,621,NA
"cebersole.mturk","Genuine","Effect size (r)",0.178971946892017,621,NA
"cebersole.nova","Genuine","Benford, congruent means",7.90826907316136e-73,132,NA
"cebersole.nova","Genuine","Benford, congruent sds",0.0428410894509655,132,NA
"cebersole.nova","Genuine","Benford, incongruent means",4.88007937136926e-59,132,NA
"cebersole.nova","Genuine","Benford, incongruent sds",2.94634639739584e-11,132,NA
"cebersole.nova","Genuine","Terminal digits, congruent means",0.823616419933297,132,NA
"cebersole.nova","Genuine","Terminal digits, congruent sds",0.751985783907772,132,NA
"cebersole.nova","Genuine","Terminal digits, incongruent means",0.781511885404306,132,NA
"cebersole.nova","Genuine","Terminal digits, incongruent sds",0.328861018079795,132,NA
"cebersole.nova","Genuine","Variance analysis, congruent sds (maxmin)",0.00132,132,NA
"cebersole.nova","Genuine","Variance analysis, incongruent sds (maxmin)",0.00132,132,NA
"cebersole.nova","Genuine","Multivariate association, M-SD congruent",0.769796114416793,132,NA
"cebersole.nova","Genuine","Multivariate association, M-SD incongruent",0.691741449093496,132,NA
"cebersole.nova","Genuine","Multivariate association, M-M across",0.863300961360865,132,NA
"cebersole.nova","Genuine","Multivariate association, SD-SD across",0.338143292676902,132,NA
"cebersole.nova","Genuine","Effect size (r)",0.271534646774152,132,NA
"cebersole.osu","Genuine","Benford, congruent means",6.08423402447954e-104,163,NA
"cebersole.osu","Genuine","Benford, congruent sds",6.66627888766822e-05,163,NA
"cebersole.osu","Genuine","Benford, incongruent means",1.83943793271832e-84,163,NA
"cebersole.osu","Genuine","Benford, incongruent sds",1.02365173433675e-16,163,NA
"cebersole.osu","Genuine","Terminal digits, congruent means",0.0375963529512681,163,NA
"cebersole.osu","Genuine","Terminal digits, congruent sds",0.871954533758614,163,NA
"cebersole.osu","Genuine","Terminal digits, incongruent means",0.598853271373954,163,NA
"cebersole.osu","Genuine","Terminal digits, incongruent sds",0.675382298905044,163,NA
"cebersole.osu","Genuine","Variance analysis, congruent sds (maxmin)",0.00163,163,NA
"cebersole.osu","Genuine","Variance analysis, incongruent sds (maxmin)",0.00163,163,NA
"cebersole.osu","Genuine","Multivariate association, M-SD congruent",0.583505798334844,163,NA
"cebersole.osu","Genuine","Multivariate association, M-SD incongruent",0.648616156481839,163,NA
"cebersole.osu","Genuine","Multivariate association, M-M across",0.885364729112212,163,NA
"cebersole.osu","Genuine","Multivariate association, SD-SD across",0.364481744364577,163,NA
"cebersole.osu","Genuine","Effect size (r)",0.268526590698335,163,NA
"cebersole.plu","Genuine","Benford, congruent means",1.68205258080374e-58,101,NA
"cebersole.plu","Genuine","Benford, congruent sds",0.00145003687287583,101,NA
"cebersole.plu","Genuine","Benford, incongruent means",1.07349505336755e-47,101,NA
"cebersole.plu","Genuine","Benford, incongruent sds",1.68085622607715e-11,101,NA
"cebersole.plu","Genuine","Terminal digits, congruent means",0.655668302105404,101,NA
"cebersole.plu","Genuine","Terminal digits, congruent sds",0.384335919840608,101,NA
"cebersole.plu","Genuine","Terminal digits, incongruent means",0.47460492110432,101,NA
"cebersole.plu","Genuine","Terminal digits, incongruent sds",0.437274188913867,101,NA
"cebersole.plu","Genuine","Variance analysis, congruent sds (maxmin)",0.00101,101,NA
"cebersole.plu","Genuine","Variance analysis, incongruent sds (maxmin)",0.00101,101,NA
"cebersole.plu","Genuine","Multivariate association, M-SD congruent",0.756125035602493,101,NA
"cebersole.plu","Genuine","Multivariate association, M-SD incongruent",0.777391105141476,101,NA
"cebersole.plu","Genuine","Multivariate association, M-M across",0.797599301860515,101,NA
"cebersole.plu","Genuine","Multivariate association, SD-SD across",0.42550730646174,101,NA
"cebersole.plu","Genuine","Effect size (r)",0.309172005852907,101,NA
"cebersole.psuabington","Genuine","Benford, congruent means",5.83175298114542e-49,117,NA
"cebersole.psuabington","Genuine","Benford, congruent sds",0.0885586216952875,117,NA
"cebersole.psuabington","Genuine","Benford, incongruent means",8.61834364611876e-62,117,NA
"cebersole.psuabington","Genuine","Benford, incongruent sds",4.72563504548549e-08,117,NA
"cebersole.psuabington","Genuine","Terminal digits, congruent means",0.879154111860708,117,NA
"cebersole.psuabington","Genuine","Terminal digits, congruent sds",0.670892656649673,117,NA
"cebersole.psuabington","Genuine","Terminal digits, incongruent means",0.582122082813775,117,NA
"cebersole.psuabington","Genuine","Terminal digits, incongruent sds",0.879154111860708,117,NA
"cebersole.psuabington","Genuine","Variance analysis, congruent sds (maxmin)",0.00117,117,NA
"cebersole.psuabington","Genuine","Variance analysis, incongruent sds (maxmin)",0.00117,117,NA
"cebersole.psuabington","Genuine","Multivariate association, M-SD congruent",0.771154090095629,117,NA
"cebersole.psuabington","Genuine","Multivariate association, M-SD incongruent",0.751763469753942,117,NA
"cebersole.psuabington","Genuine","Multivariate association, M-M across",0.908038619053847,117,NA
"cebersole.psuabington","Genuine","Multivariate association, SD-SD across",0.388416621671579,117,NA
"cebersole.psuabington","Genuine","Effect size (r)",0.270564937136772,117,NA
"cebersole.riverside","Genuine","Benford, congruent means",1.82385518339866e-151,252,NA
"cebersole.riverside","Genuine","Benford, congruent sds",1.97064334390838e-06,252,NA
"cebersole.riverside","Genuine","Benford, incongruent means",9.31194624620423e-137,252,NA
"cebersole.riverside","Genuine","Benford, incongruent sds",2.04624801122789e-26,252,NA
"cebersole.riverside","Genuine","Terminal digits, congruent means",0.308584343286932,252,NA
"cebersole.riverside","Genuine","Terminal digits, congruent sds",0.258701667996743,252,NA
"cebersole.riverside","Genuine","Terminal digits, incongruent means",0.754126563301456,252,NA
"cebersole.riverside","Genuine","Terminal digits, incongruent sds",0.486958698445304,252,NA
"cebersole.riverside","Genuine","Variance analysis, congruent sds (maxmin)",0.00252,252,NA
"cebersole.riverside","Genuine","Variance analysis, incongruent sds (maxmin)",0.00252,252,NA
"cebersole.riverside","Genuine","Multivariate association, M-SD congruent",0.789973291452649,252,NA
"cebersole.riverside","Genuine","Multivariate association, M-SD incongruent",0.709052702809959,252,NA
"cebersole.riverside","Genuine","Multivariate association, M-M across",0.873728201582899,252,NA
"cebersole.riverside","Genuine","Multivariate association, SD-SD across",0.364207355830907,252,NA
"cebersole.riverside","Genuine","Effect size (r)",0.25835565616588,252,NA
"cebersole.sdsu","Genuine","Benford, congruent means",9.42114977670959e-98,145,NA
"cebersole.sdsu","Genuine","Benford, congruent sds",0.00932058123779634,145,NA
"cebersole.sdsu","Genuine","Benford, incongruent means",6.97717701494022e-74,145,NA
"cebersole.sdsu","Genuine","Benford, incongruent sds",8.18613108053434e-12,145,NA
"cebersole.sdsu","Genuine","Terminal digits, congruent means",0.376188576037108,145,NA
"cebersole.sdsu","Genuine","Terminal digits, congruent sds",0.364622688690113,145,NA
"cebersole.sdsu","Genuine","Terminal digits, incongruent means",0.139188592539336,145,NA
"cebersole.sdsu","Genuine","Terminal digits, incongruent sds",0.65865029181957,145,NA
"cebersole.sdsu","Genuine","Variance analysis, congruent sds (maxmin)",0.00145,145,NA
"cebersole.sdsu","Genuine","Variance analysis, incongruent sds (maxmin)",0.00145,145,NA
"cebersole.sdsu","Genuine","Multivariate association, M-SD congruent",0.727879542693305,145,NA
"cebersole.sdsu","Genuine","Multivariate association, M-SD incongruent",0.754069658806359,145,NA
"cebersole.sdsu","Genuine","Multivariate association, M-M across",0.80636419617776,145,NA
"cebersole.sdsu","Genuine","Multivariate association, SD-SD across",0.394882526668973,145,NA
"cebersole.sdsu","Genuine","Effect size (r)",0.261876855876971,145,NA
